title,artist,year,views,url
West Coast,Lana Del Rey,2014,911305,https://genius.com/Lana-Del-Rey-West-Coast-lyrics
The Plan,Wiz Khalifa,2012,248000,https://genius.com/Wiz-Khalifa-The-Plan-lyrics
Held Me Down,NAV & Metro Boomin,2017,301967,https://genius.com/NAV-Metro-Boomin-Held-Me-Down-lyrics
Feel No Ways,Drake,2016,1632170,https://genius.com/Drake-Feel-No-Ways-lyrics
Fight the Power,Public Enemy,1989,528231,https://genius.com/Public-Enemy-Fight-the-Power-lyrics
Moon River,Audrey Hepburn,1961,584854,https://genius.com/Audrey-Hepburn-Moon-River-lyrics
Still Don’t Know My Name,Labrinth,2019,213990,https://genius.com/Labrinth-Still-Don’t-Know-My-Name-lyrics
Youre a Mean One Mr. Grinch,Dr. Seuss,1966,1102490,https://genius.com/Dr-Seuss-Youre-a-Mean-One-Mr-Grinch-lyrics
The Night Is Still Young,Nicki Minaj,2015,202326,https://genius.com/Nicki-Minaj-The-Night-Is-Still-Young-lyrics
I Think He Knows,Taylor Swift,2019,524269,https://genius.com/Taylor-Swift-I-Think-He-Knows-lyrics
Four Out of Five,Arctic Monkeys,2018,546311,https://genius.com/Arctic-Monkeys-Four-Out-of-Five-lyrics
U.O.E.N.O.,Black Hippy,2013,832167,https://genius.com/Black-Hippy-UOENO-lyrics
Blonde Boyz,Cyndago,2015,443262,https://genius.com/Cyndago-Blonde-Boyz-lyrics
Sooner Than Later,Drake,2009,193769,https://genius.com/Drake-Sooner-Than-Later-lyrics
Heavens EP,Dreamville & J. Cole,2021,208807,https://genius.com/Dreamville-J-Cole-Heavens-EP-lyrics
Cant Have Everything,Drake,2017,631252,https://genius.com/Drake-Cant-Have-Everything-lyrics
Tears In The Rain,The Weeknd,2013,490288,https://genius.com/The-Weeknd-Tears-In-The-Rain-lyrics
INTRO,DaBaby,2019,421844,https://genius.com/DaBaby-INTRO-lyrics
Avian,Mac Miller,2013,254507,https://genius.com/Mac-Miller-Avian-lyrics
​i Single Version,Kendrick Lamar,2014,452807,https://genius.com/Kendrick-Lamar-​i-Single-Version-lyrics
All Girls Are the Same,Juice WRLD,2017,2145632,https://genius.com/Juice-WRLD-All-Girls-Are-the-Same-lyrics
Yayo,Snootie Wild,2013,208868,https://genius.com/Snootie-Wild-Yayo-lyrics
Its Not Like I Like You,Static-P,2016,419149,https://genius.com/StaticP-Its-Not-Like-I-Like-You-lyrics
Sit Still Look Pretty,Daya,2015,266703,https://genius.com/Daya-Sit-Still-Look-Pretty-lyrics
Exodus,$UICIDEBOY$,2015,342132,https://genius.com/UICIDEBOY-Exodus-lyrics
All the Way Up,Fat Joe & Remy Ma,2016,584434,https://genius.com/Fat-Joe-Remy-Ma-All-the-Way-Up-lyrics
Back Then,Mike Jones,2005,235684,https://genius.com/Mike-Jones-Back-Then-lyrics
Daylight,Joji & Diplo,2020,284219,https://genius.com/Joji-Diplo-Daylight-lyrics
People You Know,Selena Gomez,2020,188873,https://genius.com/Selena-Gomez-People-You-Know-lyrics
Hide,Juice WRLD,2018,343590,https://genius.com/Juice-WRLD-Hide-lyrics
Gang Gang,Moneybagg Yo & Yo Gotti,2016,204323,https://genius.com/Moneybagg-Yo-Yo-Gotti-Gang-Gang-lyrics
​better off,Ariana Grande,2018,746126,https://genius.com/Ariana-Grande-​better-off-lyrics
​peace,Taylor Swift,2020,914865,https://genius.com/Taylor-Swift-​peace-lyrics
I Gave You Power,Nas,1996,208151,https://genius.com/Nas-I-Gave-You-Power-lyrics
Follow God,Kanye West,2019,912734,https://genius.com/Kanye-West-Follow-God-lyrics
Your Song,Parokya Ni Edgar,2014,543526,https://genius.com/Parokya-Ni-Edgar-Your-Song-lyrics
Hey Ya,OutKast,2003,1801110,https://genius.com/OutKast-Hey-Ya-lyrics
Crossfire,Stephen,2015,374151,https://genius.com/Stephen-Crossfire-lyrics
I Got 5 on It,Luniz,1995,982616,https://genius.com/Luniz-I-Got-5-on-It-lyrics
3:15,Bazzi,2018,254872,https://genius.com/Bazzi-315-lyrics
Realer,Megan Thee Stallion,2019,189239,https://genius.com/Megan-Thee-Stallion-Realer-lyrics
Heard Em Say,Kanye West,2005,608685,https://genius.com/Kanye-West-Heard-Em-Say-lyrics
Treat You Better,Shawn Mendes,2016,1263410,https://genius.com/Shawn-Mendes-Treat-You-Better-lyrics
Chosen 1,Polo G,2019,309706,https://genius.com/Polo-G-Chosen-1-lyrics
Liar,BigKlit,2019,241206,https://genius.com/BigKlit-Liar-lyrics
UNAMEITCHALLENGE Thanksgiving Church Remix,DJ Suede The Remix God,2016,298821,https://genius.com/DJ-Suede-The-Remix-God-UNAMEITCHALLENGE-Thanksgiving-Church-Remix-lyrics
Ruthless,Marmar Oso,2018,222487,https://genius.com/Marmar-Oso-Ruthless-lyrics
Addict With a Pen,twenty one pilots,2009,303185,https://genius.com/twenty-one-pilots-Addict-With-a-Pen-lyrics
Alphabet Boy,Melanie Martinez,2015,302015,https://genius.com/Melanie-Martinez-Alphabet-Boy-lyrics
Dick,StarBoi3,2019,1057799,https://genius.com/StarBoi3-Dick-lyrics
BPT,YG,2014,290226,https://genius.com/YG-BPT-lyrics
The Way I Am,Charlie Puth,2018,333204,https://genius.com/Charlie-Puth-The-Way-I-Am-lyrics
Who Knows,Protoje,2014,188813,https://genius.com/Protoje-Who-Knows-lyrics
Rice Balls,Pink Guy,2015,252373,https://genius.com/Pink-Guy-Rice-Balls-lyrics
Cat  Dog English Version,TOMORROW X TOGETHER,2019,314616,https://genius.com/TOMORROW-X-TOGETHER-Cat-Dog-English-Version-lyrics
High for This,The Weeknd,2011,797894,https://genius.com/The-Weeknd-High-for-This-lyrics
Believe What I Say,Kanye West,2021,539520,https://genius.com/Kanye-West-Believe-What-I-Say-lyrics
Creep,Radiohead,1992,1869297,https://genius.com/Radiohead-Creep-lyrics
Good Grief,Bastille,2016,387073,https://genius.com/Bastille-Good-Grief-lyrics
Under the Bridge,Red Hot Chili Peppers,1991,955268,https://genius.com/Red-Hot-Chili-Peppers-Under-the-Bridge-lyrics
Yellow Submarine,The Beatles,1966,279127,https://genius.com/The-Beatles-Yellow-Submarine-lyrics
You,Jacquees,2018,359355,https://genius.com/Jacquees-You-lyrics
Everybodys Something,Chance the Rapper,2013,735251,https://genius.com/Chance-the-Rapper-Everybodys-Something-lyrics
Heart of Stone,SIX Cast,2018,199344,https://genius.com/SIX-Cast-Heart-of-Stone-lyrics
Buddy Holly,Weezer,1994,763421,https://genius.com/Weezer-Buddy-Holly-lyrics
Moves Like Jagger,Maroon 5,2011,222850,https://genius.com/Maroon-5-Moves-Like-Jagger-lyrics
The Reynolds Pamphlet,Original Broadway Cast of Hamilton,2015,991845,https://genius.com/Original-Broadway-Cast-of-Hamilton-The-Reynolds-Pamphlet-lyrics
​motive,Ariana Grande & Doja Cat,2020,628309,https://genius.com/Ariana-Grande-Doja-Cat-​motive-lyrics
Black Magic,Eminem & Skylar Grey,2020,278548,https://genius.com/Eminem-Skylar-Grey-Black-Magic-lyrics
About a Girl,Nirvana,1989,366057,https://genius.com/Nirvana-About-a-Girl-lyrics
WEST DISTRICT,PARTYNEXTDOOR,2014,460906,https://genius.com/PARTYNEXTDOOR-WEST-DISTRICT-lyrics
End/Golden Girl,Frank Ocean,2012,434020,https://genius.com/Frank-Ocean-EndGolden-Girl-lyrics
Freak No More,Migos,2014,381220,https://genius.com/Migos-Freak-No-More-lyrics
Scars to Your Beautiful,Alessia Cara,2015,1201209,https://genius.com/Alessia-Cara-Scars-to-Your-Beautiful-lyrics
​short kings anthem,blackbear & Tiny Meat Gang,2019,207154,https://genius.com/blackbear-Tiny-Meat-Gang-​short-kings-anthem-lyrics
Try Me,The Weeknd,2018,1013688,https://genius.com/The-Weeknd-Try-Me-lyrics
Let Me,ZAYN,2018,708950,https://genius.com/ZAYN-Let-Me-lyrics
Hit Different,SZA,2020,419340,https://genius.com/SZA-Hit-Different-lyrics
Im Gone,Tyga,2012,248520,https://genius.com/Tyga-Im-Gone-lyrics
Only the Brave,Louis Tomlinson,2020,463833,https://genius.com/Louis-Tomlinson-Only-the-Brave-lyrics
Rolling in the Deep,Adele,2010,1130043,https://genius.com/Adele-Rolling-in-the-Deep-lyrics
Wrist,Chris Brown,2015,326506,https://genius.com/Chris-Brown-Wrist-lyrics
Heroin,The Velvet Underground,1967,235796,https://genius.com/The-Velvet-Underground-Heroin-lyrics
All I Need Remix,Method Man,1995,431572,https://genius.com/Method-Man-All-I-Need-Remix-lyrics
Marsh,Eminem,2020,544805,https://genius.com/Eminem-Marsh-lyrics
The Worst,Jhen Aiko,2013,2011802,https://genius.com/Jhen-Aiko-The-Worst-lyrics
The Show Goes On,Lupe Fiasco,2010,284586,https://genius.com/Lupe-Fiasco-The-Show-Goes-On-lyrics
For However Long,Bryson Tiller,2015,292260,https://genius.com/Bryson-Tiller-For-However-Long-lyrics
For the Last Time,$UICIDEBOY$,2017,536163,https://genius.com/UICIDEBOY-For-the-Last-Time-lyrics
Easily,Bruno Major,2016,355764,https://genius.com/Bruno-Major-Easily-lyrics
Bands,Comethazine,2018,372231,https://genius.com/Comethazine-Bands-lyrics
Babys on Fire,Die Antwoord,2012,221965,https://genius.com/Die-Antwoord-Babys-on-Fire-lyrics
Doses  Mimosas,Cherub,2012,346317,https://genius.com/Cherub-Doses-Mimosas-lyrics
Plastic Bag,Drake & Future,2015,517119,https://genius.com/Drake-Future-Plastic-Bag-lyrics
Main Chick,Kid Ink,2014,219754,https://genius.com/Kid-Ink-Main-Chick-lyrics
Mural,Lupe Fiasco,2015,601840,https://genius.com/Lupe-Fiasco-Mural-lyrics
Sober II Melodrama,Lorde,2017,427455,https://genius.com/Lorde-Sober-II-Melodrama-lyrics
So Appalled,Kanye West,2010,1511656,https://genius.com/Kanye-West-So-Appalled-lyrics
Never Be Like You,Flume,2016,922756,https://genius.com/Flume-Never-Be-Like-You-lyrics
BLACK EFFECT,THE CARTERS,2018,399696,https://genius.com/THE-CARTERS-BLACK-EFFECT-lyrics
Lemonade,Internet Money,2020,1437713,https://genius.com/Internet-Money-Lemonade-lyrics
The Box,Roddy Ricch,2019,3260164,https://genius.com/Roddy-Ricch-The-Box-lyrics
Solar Eclipse,YoungBoy Never Broke Again,2017,608135,https://genius.com/YoungBoy-Never-Broke-Again-Solar-Eclipse-lyrics
Tropical,SL,2017,229194,https://genius.com/SL-Tropical-lyrics
Juicy,Doja Cat & Tyga,2019,251319,https://genius.com/Doja-Cat-Tyga-Juicy-lyrics
444222,Lil Uzi Vert,2017,385178,https://genius.com/Lil-Uzi-Vert-444222-lyrics
Strawberry Fields Forever,The Beatles,1967,460501,https://genius.com/The-Beatles-Strawberry-Fields-Forever-lyrics
Criminal,Eminem,2000,987838,https://genius.com/Eminem-Criminal-lyrics
Streets,Doja Cat,2019,663279,https://genius.com/Doja-Cat-Streets-lyrics
Zero,Imagine Dragons,2018,274992,https://genius.com/Imagine-Dragons-Zero-lyrics
Hit Em Up,2Pac,1996,3604497,https://genius.com/2Pac-Hit-Em-Up-lyrics
WAKA,6ix9ine,2018,462399,https://genius.com/6ix9ine-WAKA-lyrics
India,Lil Durk,2017,435003,https://genius.com/Lil-Durk-India-lyrics
Nasty Freestyle,T-Wayne,2015,2505192,https://genius.com/TWayne-Nasty-Freestyle-lyrics
FLY,Hopsin,2015,211691,https://genius.com/Hopsin-FLY-lyrics
Drive,The Cars,1984,322200,https://genius.com/The-Cars-Drive-lyrics
​for him.,for him. Lyrics - Troye Sivan,2015,269537,https://genius.com/for-him-Lyrics-Troye-Sivan-​for-him-lyrics
Alone,Marshmello,2016,823228,https://genius.com/Marshmello-Alone-lyrics
2U Cover,Jung Kook (),2017,315902,https://genius.com/Jung-Kook-2U-Cover-lyrics
Radio Ga Ga,Queen,1984,597782,https://genius.com/Queen-Radio-Ga-Ga-lyrics
Nobody Likes Me Guess Ill Go Eat Worms,Children Songs,2017,228381,https://genius.com/Children-Songs-Nobody-Likes-Me-Guess-Ill-Go-Eat-Worms-lyrics
​traitor,Olivia Rodrigo,2021,1108131,https://genius.com/Olivia-Rodrigo-​traitor-lyrics
White Wedding,Billy Idol,1982,213947,https://genius.com/Billy-Idol-White-Wedding-lyrics
Better Man,Little Big Town,2016,328650,https://genius.com/Little-Big-Town-Better-Man-lyrics
SLS,PARTYNEXTDOOR,2014,235978,https://genius.com/PARTYNEXTDOOR-SLS-lyrics
5 Star,Lil Wayne,2017,298653,https://genius.com/Lil-Wayne-5-Star-lyrics
Hang in There Baby,Bridgit Mendler,2010,275823,https://genius.com/Bridgit-Mendler-Hang-in-There-Baby-lyrics
Stir Fry,Migos,2017,1345699,https://genius.com/Migos-Stir-Fry-lyrics
Yoga,Janelle Mone & Jidenna,2015,237516,https://genius.com/Janelle-Mone-Jidenna-Yoga-lyrics
Frank Oceans Open Letter on Tumblr,Frank Ocean,2013,477185,https://genius.com/Frank-Ocean-Frank-Oceans-Open-Letter-on-Tumblr-lyrics
SISTER/NATION,BROCKHAMPTON,2017,338733,https://genius.com/BROCKHAMPTON-SISTERNATION-lyrics
Meditate,EARTHGANG,2017,240418,https://genius.com/EARTHGANG-Meditate-lyrics
SLOW DANCING IN THE DARK,Joji,2018,2665338,https://genius.com/Joji-SLOW-DANCING-IN-THE-DARK-lyrics
The True Ending Speech FNAF 6,Scott Cawthon,2017,523472,https://genius.com/Scott-Cawthon-The-True-Ending-Speech-FNAF-6-lyrics
Verbal Intercourse,Raekwon,1995,188895,https://genius.com/Raekwon-Verbal-Intercourse-lyrics
The Zone,The Weeknd,2011,1224070,https://genius.com/The-Weeknd-The-Zone-lyrics
Nice to Meet Ya,Meghan Trainor,2020,194080,https://genius.com/Meghan-Trainor-Nice-to-Meet-Ya-lyrics
Periodic Table,Todd Beard,2013,775890,https://genius.com/Todd-Beard-Periodic-Table-lyrics
Swervin,A Boogie wit da Hoodie,2018,590421,https://genius.com/A-Boogie-wit-da-Hoodie-Swervin-lyrics
Cant Tell Me Nothing,Kanye West,2007,1825243,https://genius.com/Kanye-West-Cant-Tell-Me-Nothing-lyrics
Help,Pink Guy,2017,250176,https://genius.com/Pink-Guy-Help-lyrics
Thotiana Cardi B Remix,Blueface,2019,1257992,https://genius.com/Blueface-Thotiana-Cardi-B-Remix-lyrics
Hey There Delilah,Plain White T's,2006,843711,https://genius.com/Plain-White-Ts-Hey-There-Delilah-lyrics
Overnight Celebrity,Twista,2004,195210,https://genius.com/Twista-Overnight-Celebrity-lyrics
Feel the Love,KIDS SEE GHOSTS,2018,606563,https://genius.com/KIDS-SEE-GHOSTS-Feel-the-Love-lyrics
Im Done.,$UICIDEBOY$,2017,222897,https://genius.com/UICIDEBOY-Im-Done-lyrics
Chandelier,Sia,2014,1959985,https://genius.com/Sia-Chandelier-lyrics
Hold Me Down,Halsey,2015,371381,https://genius.com/Halsey-Hold-Me-Down-lyrics
Robbery,Juice WRLD,2019,1487174,https://genius.com/Juice-WRLD-Robbery-lyrics
The Monster,Eminem,2013,4708911,https://genius.com/Eminem-The-Monster-lyrics
Just Friends Sunny,Musiq Soulchild,2000,212926,https://genius.com/Musiq-Soulchild-Just-Friends-Sunny-lyrics
Skin,Mac Miller,2016,208047,https://genius.com/Mac-Miller-Skin-lyrics
Im Gone,Logic,2014,296510,https://genius.com/Logic-Im-Gone-lyrics
​Death Enclaimed,YoungBoy Never Broke Again,2020,201989,https://genius.com/YoungBoy-Never-Broke-Again-​Death-Enclaimed-lyrics
​​breathin,Ariana Grande,2018,1992922,https://genius.com/Ariana-Grande-​​breathin-lyrics
Fuck Up Some Commas,Future,2014,1153707,https://genius.com/Future-Fuck-Up-Some-Commas-lyrics
Testimony,Kodak Black,2018,252856,https://genius.com/Kodak-Black-Testimony-lyrics
On My Mind,Jorja Smith,2017,303820,https://genius.com/Jorja-Smith-On-My-Mind-lyrics
Ruthless,Lil Tjay,2019,261600,https://genius.com/Lil-Tjay-Ruthless-lyrics
High Hopes,Pink Floyd,1994,203669,https://genius.com/Pink-Floyd-High-Hopes-lyrics
The Way You Look Tonight,Frank Sinatra,1964,188118,https://genius.com/Frank-Sinatra-The-Way-You-Look-Tonight-lyrics
Invincible,Pop Smoke,2020,295838,https://genius.com/Pop-Smoke-Invincible-lyrics
Dying,Cold Hart,2016,253409,https://genius.com/Cold-Hart-Dying-lyrics
The Devil Is a Lie,Rick Ross,2013,787235,https://genius.com/Rick-Ross-The-Devil-Is-a-Lie-lyrics
One Wish,Ray J,2005,244495,https://genius.com/Ray-J-One-Wish-lyrics
So Much Better,Eminem,2013,835877,https://genius.com/Eminem-So-Much-Better-lyrics
19-2000,Gorillaz,2001,237353,https://genius.com/Gorillaz-192000-lyrics
Lover of Mine,5 Seconds of Summer,2020,282652,https://genius.com/5-Seconds-of-Summer-Lover-of-Mine-lyrics
Drunk Dialing…LODT,Summer Walker,2019,218653,https://genius.com/Summer-Walker-Drunk-Dialing…LODT-lyrics
Feel,Post Malone,2016,409264,https://genius.com/Post-Malone-Feel-lyrics
Season,City Girls,2018,196202,https://genius.com/City-Girls-Season-lyrics
So Fresh So Clean,OutKast,2001,400002,https://genius.com/OutKast-So-Fresh-So-Clean-lyrics
Sin City,Chrishan,2015,222787,https://genius.com/Chrishan-Sin-City-lyrics
Ridin Round,Kali Uchis,2015,207619,https://genius.com/Kali-Uchis-Ridin-Round-lyrics
Arguments,DDG,2018,453913,https://genius.com/DDG-Arguments-lyrics
DARE,Gorillaz,2005,341023,https://genius.com/Gorillaz-DARE-lyrics
Madiba Riddim,Drake,2017,511981,https://genius.com/Drake-Madiba-Riddim-lyrics
Freestyle 4,Kanye West,2016,716668,https://genius.com/Kanye-West-Freestyle-4-lyrics
Sky Full of Song,Florence + the Machine,2018,208934,https://genius.com/Florence-the-Machine-Sky-Full-of-Song-lyrics
Defying Gravity,Kristin Chenoweth,2003,529296,https://genius.com/Kristin-Chenoweth-Defying-Gravity-lyrics
Numb,21 Savage,2017,327536,https://genius.com/21-Savage-Numb-lyrics
Stoner,Young Thug,2014,781357,https://genius.com/Young-Thug-Stoner-lyrics
Respect My Cryppin,Blueface,2018,589433,https://genius.com/Blueface-Respect-My-Cryppin-lyrics
Passionfruit,Drake,2017,2980963,https://genius.com/Drake-Passionfruit-lyrics
2 Phones,2 Phones Lyrics - Kevin Gates,2015,1041770,https://genius.com/2-Phones-Lyrics-Kevin-Gates-2-Phones-lyrics
Lonely Child,YoungBoy Never Broke Again,2019,317518,https://genius.com/YoungBoy-Never-Broke-Again-Lonely-Child-lyrics
Got It on Me,Pop Smoke,2020,512770,https://genius.com/Pop-Smoke-Got-It-on-Me-lyrics
Englishman in New York,Sting,1987,217629,https://genius.com/Sting-Englishman-in-New-York-lyrics
Cant C Me,2Pac,1996,425124,https://genius.com/2Pac-Cant-C-Me-lyrics
The Times They Are A-Changin,Bob Dylan,1964,427405,https://genius.com/Bob-Dylan-The-Times-They-Are-AChangin-lyrics
Simple And Clean, (Hikaru Utada),2002,282052,https://genius.com/Hikaru-Utada-Simple-And-Clean-lyrics
​sweetener,Ariana Grande,2018,1170838,https://genius.com/Ariana-Grande-​sweetener-lyrics
Reflektor,Arcade Fire,2013,300856,https://genius.com/Arcade-Fire-Reflektor-lyrics
Mona Lisa,Lil Wayne,2018,2099452,https://genius.com/Lil-Wayne-Mona-Lisa-lyrics
Thank You,Busta Rhymes,2013,236859,https://genius.com/Busta-Rhymes-Thank-You-lyrics
Slide,FBG Duck,2017,380517,https://genius.com/FBG-Duck-Slide-lyrics
Marmalade,Macklemore,2017,339665,https://genius.com/Macklemore-Marmalade-lyrics
Alphabet Aerobics,Blackalicious,1999,1249240,https://genius.com/Blackalicious-Alphabet-Aerobics-lyrics
Backseat Freestyle,Kendrick Lamar,2012,3795482,https://genius.com/Kendrick-Lamar-Backseat-Freestyle-lyrics
Royals,Lorde,2013,2091024,https://genius.com/Lorde-Royals-lyrics
How Could You Leave Us,NF,2016,511379,https://genius.com/NF-How-Could-You-Leave-Us-lyrics
No Vaseline,Ice Cube,1991,1653007,https://genius.com/Ice-Cube-No-Vaseline-lyrics
Superstition,Stevie Wonder,1972,311561,https://genius.com/Stevie-Wonder-Superstition-lyrics
Taunt,Lovejoy,2021,257969,https://genius.com/Lovejoy-Taunt-lyrics
Gangsta Rap Made Me Do It,Ice Cube,2008,261698,https://genius.com/Ice-Cube-Gangsta-Rap-Made-Me-Do-It-lyrics
Line Without a Hook,Ricky Montgomery,2016,655684,https://genius.com/Ricky-Montgomery-Line-Without-a-Hook-lyrics
Build My Life,Housefires,2016,250980,https://genius.com/Housefires-Build-My-Life-lyrics
Big Iron,Marty Robbins,1959,199195,https://genius.com/Marty-Robbins-Big-Iron-lyrics
Motion Sickness,Phoebe Bridgers,2017,426522,https://genius.com/Phoebe-Bridgers-Motion-Sickness-lyrics
No Longer Slaves,Bethel Music,2015,431469,https://genius.com/Bethel-Music-No-Longer-Slaves-lyrics
A GHETTO CHRISTMAS CAROL,XXXTENTACION,2017,876438,https://genius.com/XXXTENTACION-A-GHETTO-CHRISTMAS-CAROL-lyrics
Foot Fungus,Ski Mask the Slump God,2018,522974,https://genius.com/Ski-Mask-the-Slump-God-Foot-Fungus-lyrics
Blessings,Big Sean,2015,3206060,https://genius.com/Big-Sean-Blessings-lyrics
Drowning,A Boogie wit da Hoodie,2017,2081281,https://genius.com/A-Boogie-wit-da-Hoodie-Drowning-lyrics
Clout,Offset,2019,860164,https://genius.com/Offset-Clout-lyrics
Reforget,Lauv,2015,190204,https://genius.com/Lauv-Reforget-lyrics
Thot Shit,Megan Thee Stallion,2021,733649,https://genius.com/Megan-Thee-Stallion-Thot-Shit-lyrics
RISE,League of Legends,2018,256839,https://genius.com/League-of-Legends-RISE-lyrics
Yesterday,The Beatles,1965,1366010,https://genius.com/The-Beatles-Yesterday-lyrics
White Privilege,Macklemore,2005,236948,https://genius.com/Macklemore-White-Privilege-lyrics
So It Goes...,Taylor Swift,2017,555645,https://genius.com/Taylor-Swift-So-It-Goes-lyrics
Bitches Aint Shit,Dr. Dre,1992,543312,https://genius.com/Dr-Dre-Bitches-Aint-Shit-lyrics
Move Bitch,Ludacris,2001,210307,https://genius.com/Ludacris-Move-Bitch-lyrics
​worlds away,Lil Peep,2016,279165,https://genius.com/Lil-Peep-​worlds-away-lyrics
TLC,Sy Ari da Kid,2015,412614,https://genius.com/Sy-Ari-da-Kid-TLC-lyrics
JENNIE - SOLO English Translation,Genius English Translations,2018,504266,https://genius.com/Genius-English-Translations-JENNIE-SOLO-English-Translation-lyrics
Start wit Me,Roddy Ricch,2019,426065,https://genius.com/Roddy-Ricch-Start-wit-Me-lyrics
See You Again,"Tyler, The Creator",2017,1893992,https://genius.com/Tyler-The-Creator-See-You-Again-lyrics
Suge,DaBaby,2019,887272,https://genius.com/DaBaby-Suge-lyrics
I am not a woman Im a god,Halsey,2021,252425,https://genius.com/Halsey-I-am-not-a-woman-Im-a-god-lyrics
Informer,Snow,1993,861701,https://genius.com/Snow-Informer-lyrics
Soon Youll Get Better,Taylor Swift,2019,490858,https://genius.com/Taylor-Swift-Soon-Youll-Get-Better-lyrics
Its Time,Imagine Dragons,2010,327679,https://genius.com/Imagine-Dragons-Its-Time-lyrics
Said,Nasty C & Runtown,2017,347417,https://genius.com/Nasty-C-Runtown-Said-lyrics
D.R.U.G.S.,Iggy Azalea,2011,213739,https://genius.com/Iggy-Azalea-DRUGS-lyrics
